nm	0	0.05	0.1	0.15	0.2	0.25
450	1.470699203	1.58290871	1.407705846	1.376209167	1.344712489	1.31321581
452	1.28068397	1.357253889	1.207536608	1.170962927	1.134389247	1.097815566
454	1.133645805	1.185827857	1.056086226	1.017306436	0.978526647	0.939746858
456	1.019091358	1.05564831	0.941815821	0.903178053	0.864540285	0.825902517
458	0.930372113	0.956802105	0.855487512	0.818045211	0.78060291	0.74316061
460	0.858582434	0.87824013	0.787163048	0.751453355	0.715743662	0.680033969
462	0.795043907	0.81121136	0.729569909	0.696832909	0.66409591	0.63135891
464	0.746798519	0.760430429	0.685887571	0.655432097	0.624976623	0.594521149
466	0.706721361	0.719622926	0.651155431	0.623372467	0.595589502	0.567806537
468	0.671946826	0.685069625	0.622001899	0.597029435	0.572056972	0.547084508
470	0.642745624	0.656861287	0.598445579	0.576295556	0.554145534	0.531995512
472	0.617776643	0.633659951	0.57946341	0.560306793	0.541150176	0.52199356
474	0.598529625	0.616341718	0.565613317	0.549155163	0.532697009	0.516238855
476	0.581660687	0.601986436	0.554668986	0.541173136	0.527677285	0.514181435
478	0.567827276	0.590865292	0.54664693	0.536056757	0.525466584	0.514876411
480	0.556769782	0.582589687	0.541134235	0.533316462	0.525498689	0.517680915
482	0.548000915	0.577003914	0.538072502	0.533108295	0.528144089	0.523179882
484	0.540307564	0.572449065	0.535898659	0.533694207	0.531489755	0.529285303
486	0.535883386	0.570767424	0.536040304	0.536118763	0.536197222	0.536275681
488	0.532552644	0.570312301	0.537306709	0.539683742	0.542060775	0.544437808
490	0.529928801	0.571073769	0.53970748	0.54459682	0.54948616	0.5543755
492	0.528501681	0.572734192	0.542674168	0.549760412	0.556846656	0.5639329
494	0.529145984	0.576483526	0.547274318	0.556338485	0.565402653	0.57446682
496	0.530421238	0.581253067	0.552717081	0.563865003	0.575012924	0.586160846
498	0.53240915	0.586674592	0.558401445	0.571397592	0.58439374	0.597389887
500	0.534873835	0.592340887	0.564042344	0.578626599	0.593210853	0.607795108
502	0.537211405	0.597951831	0.569429688	0.58553883	0.601647972	0.617757114
504	0.540941765	0.604835422	0.575593479	0.592919336	0.610245192	0.627571049
506	0.544767453	0.61190293	0.581737145	0.600221992	0.618706838	0.637191684
508	0.550475597	0.620523555	0.588940571	0.608173058	0.627405545	0.646638032
510	0.556350101	0.628753769	0.595425706	0.614963509	0.634501311	0.654039114
512	0.564383266	0.638308097	0.602553237	0.621638223	0.640723209	0.659808194
514	0.576223435	0.650862416	0.611932953	0.629787712	0.647642471	0.66549723
516	0.592879923	0.667668039	0.624717376	0.640636103	0.65655483	0.672473557
518	0.61490451	0.688856142	0.640873306	0.653857704	0.666842102	0.6798265
520	0.643479367	0.715612423	0.661369292	0.670314255	0.679259218	0.68820418
522	0.681346196	0.750467779	0.688283218	0.691751729	0.69522024	0.698688751
524	0.728461431	0.793554853	0.721752555	0.718398118	0.71504368	0.711689242
526	0.783658543	0.84369424	0.760838413	0.749428347	0.738018282	0.726608217
528	0.844479733	0.898979566	0.804208647	0.784073103	0.76393756	0.743802016
530	0.910968319	0.960093124	0.852611591	0.823433227	0.794254863	0.765076498
532	0.977230861	1.022304965	0.902442966	0.865049018	0.827655071	0.790261123
534	1.037876208	1.080735651	0.949691135	0.905598598	0.861506061	0.817413525
536	1.092454567	1.135490689	0.994537731	0.945579313	0.896620895	0.847662477
538	1.141449742	1.186199436	1.036341227	0.98378697	0.931232712	0.878678455
540	1.179080536	1.228571913	1.07193176	1.018357373	0.964782985	0.911208597
542	1.202701405	1.259296452	1.098335635	1.04615275	0.993969865	0.94178698
544	1.20755436	1.274118217	1.112174953	1.064485249	1.016795546	0.969105842
546	1.190794251	1.269960141	1.110948514	1.071025646	1.031102778	0.99117991
548	1.159320585	1.251958308	1.09842104	1.067971268	1.037521495	1.007071722
550	1.120910391	1.226280501	1.07926679	1.05844499	1.03762319	1.016801389
552	1.078131816	1.19452378	1.05462334	1.042869101	1.031114863	1.019360625
554	1.041549406	1.165679001	1.031610411	1.026640913	1.021671415	1.016701917
556	1.010126354	1.138654123	1.009412314	1.009055295	1.008698275	1.008341255
558	0.98276775	1.112067037	0.986741601	0.988728526	0.990715452	0.992702377
560	0.955578533	1.081619184	0.959900591	0.96206162	0.964222649	0.966383678
562	0.930597277	1.050076614	0.931418376	0.931828926	0.932239476	0.932650025
564	0.919746141	1.03003635	0.911878075	0.907944042	0.904010009	0.900075976
566	0.934521988	1.033672219	0.911540151	0.900049232	0.888558314	0.877067395
